,Date,Open,High,Low,Close,Volume
0,2020-09-24,0.048115,0.05099,0.04251,0.0466,46182919.0
1,2020-09-25,0.046389,0.04956,0.0458,0.047731,82419864.0
2,2020-09-26,0.047898,0.04956,0.045642,0.045935,120051.0
3,2020-09-27,0.044032,0.046329,0.041,0.042597,291300.0
4,2020-09-28,0.041744,0.045026,0.04174,0.04332,225984.0
5,2020-09-29,0.041601,0.043393,0.04112,0.042491,151252.0
6,2020-09-30,0.045482,0.048242,0.042484,0.046432,299467.0
7,2020-10-01,0.043049,0.046287,0.041643,0.044856,91480.0
8,2020-10-02,0.04,0.04292,0.039699,0.040783,107766.0
9,2020-10-03,0.042839,0.046733,0.040179,0.04264,139227.0
10,2020-10-04,0.044057,0.048292,0.042601,0.043923,65927.0
11,2020-10-05,0.05,0.054436,0.04794,0.050053,264251.0
12,2020-10-06,0.048664,0.050988,0.046305,0.050061,55240.0
13,2020-10-07,0.044737,0.046529,0.04255,0.044151,28987.0
14,2020-10-08,0.043,0.047276,0.043,0.045353,9751.0
15,2020-10-09,0.049,0.049852,0.045796,0.049852,30212.0
16,2020-10-10,0.04808,0.050986,0.045995,0.046459,15293.0
17,2020-10-11,0.04713,0.049407,0.045995,0.048512,14696.0
18,2020-10-12,0.049,0.050667,0.046777,0.048578,16845.0
19,2020-10-13,0.048117,0.048659,0.046031,0.048117,18926.0
20,2020-10-14,0.046127,0.046699,0.045439,0.046127,6455.0
21,2020-10-15,0.045056,0.045967,0.044669,0.045056,4487.0
22,2020-10-16,0.042905,0.044929,0.042192,0.0448,8208.0
23,2020-10-17,0.042855,0.04388,0.042855,0.043015,8012.0
24,2020-10-18,0.043492,0.043492,0.04242,0.043492,17754.0
25,2020-10-19,0.04112,0.043912,0.04112,0.04112,96676.0
26,2020-10-20,0.039424,0.041306,0.038465,0.0387,45664.0
27,2020-10-21,0.037369,0.039565,0.037,0.038,44414.0
28,2020-10-22,0.040288,0.041724,0.038499,0.038725,22306.0
29,2020-10-23,0.039152,0.042624,0.039152,0.039152,33040.0
30,2020-10-24,0.03968,0.041204,0.039152,0.040421,8223.0
31,2020-10-25,0.038759,0.040461,0.03875,0.038759,21302.0
32,2020-10-26,0.038378,0.04089,0.038017,0.038378,25247.0
33,2020-10-27,0.038017,0.038301,0.038017,0.03828,4112.0
34,2020-10-28,0.034903,0.03828,0.034665,0.034665,20549.0
35,2020-10-29,0.035659,0.038968,0.034903,0.034903,9650.0
36,2020-10-30,0.034848,0.038023,0.034656,0.034848,173658.0
37,2020-10-31,0.036666,0.036666,0.035145,0.03586,8659.0
38,2020-11-01,0.035334,0.035334,0.035043,0.035334,14871.0
39,2020-11-02,0.034847,0.035133,0.033825,0.033825,86645.0
40,2020-11-03,0.034379,0.034379,0.03117,0.034379,690.0
41,2020-11-04,0.030248,0.03117,0.029,0.029071,27186.0
42,2020-11-05,0.035211,0.036443,0.031147,0.033199,25207.0
43,2020-11-06,0.037726,0.038,0.034184,0.037726,5516.0
44,2020-11-07,0.038384,0.040751,0.035049,0.037967,25297.0
45,2020-11-08,0.035101,0.037951,0.035049,0.037951,765.0
46,2020-11-09,0.038276,0.038491,0.036478,0.038491,9709.0
47,2020-11-10,0.040686,0.041242,0.037989,0.04,18237.0
48,2020-11-11,0.041242,0.043351,0.041242,0.041242,27467.0
49,2020-11-12,0.040905,0.054,0.040905,0.042148,336565.0
50,2020-11-13,0.038882,0.041792,0.038882,0.04027,107343.0
51,2020-11-14,0.036728,0.039455,0.036728,0.037087,100377.0
52,2020-11-15,0.037087,0.040419,0.037,0.037087,59497.0
53,2020-11-16,0.038847,0.038847,0.037,0.037,43035.0
54,2020-11-17,0.038924,0.038924,0.037,0.038033,13352.0
55,2020-11-18,0.035654,0.037719,0.034701,0.037125,119990.0
56,2020-11-19,0.037185,0.037347,0.034894,0.035349,15540.0
57,2020-11-20,0.036915,0.040399,0.036117,0.037149,97756.0
58,2020-11-21,0.037994,0.04,0.036614,0.036614,70623.0
59,2020-11-22,0.039177,0.049371,0.036383,0.045151,136981.0
60,2020-11-23,0.049545,0.060754,0.041727,0.05016,543178.0
61,2020-11-24,0.05,0.05,0.04583,0.049727,586662.0
62,2020-11-25,0.045771,0.052,0.043925,0.04793,366163.7605
63,2020-11-26,0.039473,0.047554,0.036158,0.039473,64289.0
64,2020-11-27,0.040995,0.044764,0.039099,0.039626,51910.0
