,Date,Open,High,Low,Close,Volume
0,2019-07-16,0.0363,0.03742,0.0363,0.0363,11801.0
1,2019-07-17,0.03374,0.03742,0.03374,0.03374,11200.0
2,2019-07-18,0.03374,0.03621,0.03374,0.03374,394.0
3,2019-07-19,0.03374,0.03374,0.03374,0.03374,0.0
4,2019-07-20,0.03704,0.03704,0.03374,0.03374,380.0
5,2019-07-21,0.03691,0.03704,0.032,0.03691,275.0
6,2019-07-22,0.03691,0.03691,0.03691,0.03691,0.0
7,2019-07-23,0.03691,0.03691,0.03691,0.03691,0.0
8,2019-07-24,0.03691,0.03691,0.03691,0.03691,0.0
9,2019-07-25,0.03691,0.03691,0.033,0.03691,113.0
10,2019-07-26,0.033,0.033,0.033,0.033,0.0
11,2019-07-27,0.033,0.033,0.033,0.033,0.0
12,2019-07-28,0.033,0.033,0.033,0.033,0.0
13,2019-07-29,0.033,0.04048,0.033,0.04048,5602.0
14,2019-07-30,0.0417,0.04516,0.04015,0.0417,6016.0
15,2019-07-31,0.0445,0.04812,0.0445,0.0445,986.0
16,2019-08-01,0.0445,0.0445,0.0445,0.0445,0.0
17,2019-08-02,0.0445,0.0445,0.0445,0.0445,0.0
18,2019-08-03,0.0445,0.0445,0.0445,0.0445,0.0
19,2019-08-04,0.0445,0.0445,0.0445,0.0445,0.0
20,2019-08-05,0.0445,0.0445,0.03693,0.03693,100.0
21,2019-08-06,0.03693,0.03888,0.036,0.03693,5702.0
22,2019-08-07,0.03681,0.03689,0.036,0.03681,987.0
23,2019-08-08,0.03689,0.03689,0.03689,0.03689,0.0
24,2019-08-09,0.03689,0.03689,0.03363,0.03363,892.0
25,2019-08-10,0.03363,0.03363,0.03244,0.03244,155.0
26,2019-08-11,0.03244,0.03244,0.03244,0.03244,0.0
27,2019-08-12,0.03244,0.03294,0.03244,0.03294,100.0
28,2019-08-13,0.03319,0.03319,0.03238,0.03268,2342.0
29,2019-08-14,0.03238,0.03238,0.03238,0.03238,0.0
30,2019-08-15,0.03238,0.03238,0.03,0.03238,600.0
31,2019-08-16,0.03,0.03,0.03,0.03,0.0
32,2019-08-17,0.03,0.03,0.03,0.03,0.0
33,2019-08-18,0.0313,0.0313,0.03,0.0313,95.0
34,2019-08-19,0.0313,0.0313,0.0313,0.0313,0.0
35,2019-08-20,0.0313,0.0313,0.0313,0.0313,0.0
36,2019-08-21,0.0313,0.0313,0.0313,0.0313,0.0
37,2019-08-22,0.0313,0.0313,0.0313,0.0313,0.0
38,2019-08-23,0.0313,0.0313,0.0313,0.0313,0.0
39,2019-08-24,0.0313,0.03525,0.0313,0.03525,346.0
40,2019-08-25,0.0366,0.0366,0.03525,0.0366,77.0
41,2019-08-26,0.0366,0.0366,0.0366,0.0366,0.0
42,2019-08-27,0.0366,0.0366,0.0366,0.0366,0.0
43,2019-08-28,0.0366,0.0366,0.03101,0.03101,77.0
44,2019-08-29,0.03101,0.03101,0.03101,0.03101,0.0
45,2019-08-30,0.03101,0.03101,0.03101,0.03101,0.0
46,2019-08-31,0.03101,0.03251,0.03101,0.03101,77.0
47,2019-09-01,0.03251,0.03251,0.03251,0.03251,0.0
48,2019-09-02,0.03251,0.03251,0.03251,0.03251,0.0
49,2019-09-03,0.03251,0.03251,0.03251,0.03251,0.0
50,2019-09-04,0.03251,0.03251,0.03251,0.03251,0.0
51,2019-09-05,0.03251,0.03251,0.03251,0.03251,0.0
52,2019-09-06,0.03251,0.03251,0.03251,0.03251,0.0
53,2019-09-07,0.03251,0.03251,0.03251,0.03251,0.0
54,2019-09-08,0.03251,0.03251,0.03251,0.03251,0.0
55,2019-09-09,0.03251,0.03251,0.03251,0.03251,0.0
56,2019-09-10,0.03251,0.03251,0.03251,0.03251,0.0
57,2019-09-11,0.03251,0.03251,0.03251,0.03251,0.0
58,2019-09-12,0.03251,0.03251,0.03251,0.03251,0.0
59,2019-09-13,0.03251,0.03251,0.03251,0.03251,0.0
60,2019-09-14,0.03251,0.03251,0.03251,0.03251,0.0
61,2019-09-15,0.03251,0.03251,0.03251,0.03251,0.0
62,2019-09-16,0.03251,0.03251,0.03251,0.03251,0.0
63,2019-09-17,0.03251,0.03251,0.03251,0.03251,0.0
64,2019-09-18,0.03251,0.03829,0.03251,0.03251,16668.0
65,2019-09-19,0.03446,0.03636,0.03446,0.03446,4404.0
66,2019-09-20,0.03446,0.03446,0.03446,0.03446,0.0
67,2019-09-21,0.03446,0.03446,0.03446,0.03446,0.0
68,2019-09-22,0.03446,0.03446,0.03446,0.03446,0.0
69,2019-09-23,0.03446,0.03446,0.03446,0.03446,0.0
70,2019-09-24,0.03446,0.03446,0.03446,0.03446,0.0
71,2019-09-25,0.03446,0.03446,0.03446,0.03446,0.0
72,2019-09-26,0.03446,0.03446,0.03446,0.03446,0.0
73,2019-09-27,0.02594,0.03446,0.02594,0.03446,2202.0
74,2019-09-28,0.02725,0.02725,0.02636,0.02725,202.0
75,2019-09-29,0.02725,0.02725,0.02725,0.02725,0.0
76,2019-09-30,0.02725,0.02725,0.02596,0.02725,7649.0
77,2019-10-01,0.02596,0.02596,0.02596,0.02596,0.0
78,2019-10-02,0.02596,0.02596,0.02596,0.02596,0.0
79,2019-10-03,0.02596,0.02596,0.02596,0.02596,0.0
80,2019-10-04,0.02596,0.02596,0.02596,0.02596,0.0
81,2019-10-05,0.02612,0.02613,0.02596,0.02612,2445.0
82,2019-10-06,0.02612,0.02612,0.02612,0.02612,0.0
83,2019-10-07,0.02612,0.02612,0.02612,0.02612,0.0
84,2019-10-08,0.02612,0.02612,0.02612,0.02612,0.0
85,2019-10-09,0.02612,0.02954,0.02612,0.02612,77.0
86,2019-10-10,0.02737,0.02954,0.02737,0.02737,5204.0
87,2019-10-11,0.02737,0.02737,0.02637,0.02737,3947.0
88,2019-10-12,0.02668,0.02698,0.02668,0.02668,3402.0
89,2019-10-13,0.02675,0.02677,0.02668,0.02668,3657.0
90,2019-10-14,0.02675,0.028,0.02675,0.02675,3692.0
91,2019-10-15,0.028,0.028,0.028,0.028,0.0
92,2019-10-16,0.028,0.028,0.028,0.028,0.0
93,2019-10-17,0.028,0.028,0.028,0.028,0.0
94,2019-10-18,0.028,0.028,0.028,0.028,0.0
95,2019-10-19,0.028,0.028,0.028,0.028,0.0
96,2019-10-20,0.028,0.028,0.028,0.028,0.0
97,2019-10-21,0.028,0.028,0.028,0.028,0.0
98,2019-10-22,0.028,0.028,0.028,0.028,0.0
99,2019-10-23,0.028,0.028,0.028,0.028,0.0
100,2019-10-24,0.028,0.028,0.028,0.028,0.0
101,2019-10-25,0.028,0.028,0.028,0.028,0.0
102,2019-10-26,0.028,0.028,0.028,0.028,0.0
103,2019-10-27,0.028,0.028,0.028,0.028,0.0
104,2019-10-28,0.028,0.028,0.027,0.027,1754.0
105,2019-10-29,0.027,0.027,0.02556,0.02581,875.0
106,2019-10-30,0.02581,0.02633,0.02581,0.02581,674.0
107,2019-10-31,0.02633,0.02633,0.02633,0.02633,0.0
108,2019-11-01,0.02633,0.02633,0.02633,0.02633,0.0
109,2019-11-02,0.02633,0.02633,0.02633,0.02633,0.0
110,2019-11-03,0.02632,0.02633,0.02632,0.02633,500.0
111,2019-11-04,0.02632,0.02632,0.02632,0.02632,0.0
112,2019-11-05,0.02581,0.02632,0.02546,0.02581,254.0
113,2019-11-06,0.02551,0.02595,0.02551,0.02595,6197.0
114,2019-11-07,0.02551,0.02551,0.02551,0.02551,0.0
115,2019-11-08,0.02551,0.02551,0.02551,0.02551,0.0
116,2019-11-09,0.02551,0.02551,0.02551,0.02551,0.0
117,2019-11-10,0.029,0.029,0.02551,0.02595,4002.0
118,2019-11-11,0.03264,0.033,0.029,0.033,19630.0
119,2019-11-12,0.033,0.033,0.033,0.033,0.0
120,2019-11-13,0.033,0.033,0.033,0.033,0.0
121,2019-11-14,0.02987,0.033,0.02952,0.02952,1397.0
122,2019-11-15,0.03035,0.03086,0.02952,0.03035,10984.0
123,2019-11-16,0.03035,0.03035,0.02748,0.02748,13315.0
124,2019-11-17,0.02748,0.02748,0.02748,0.02748,0.0
125,2019-11-18,0.02748,0.02748,0.02748,0.02748,0.0
126,2019-11-19,0.02748,0.02748,0.02748,0.02748,0.0
